Time,temperature_2m,relativehumidity_2m,dewpoint_2m,windspeed_10m,windspeed_100m,winddirection_10m,winddirection_100m,windgusts_10m,Power
13-03-2017 08:00,21.7,63,11.2,3.04,4.33,134,130,7.3,0.1348
13-03-2017 09:00,22.2,61,10.8,3.19,4.4,131,129,7.4,0.1439
13-03-2017 10:00,23.1,56,9.8,3.66,4.96,125,124,8.5,0.1529
13-03-2017 11:00,23.3,54,9.2,3.24,4.47,124,124,8.5,0.162
13-03-2017 12:00,24,52,9.1,2.73,3.68,114,112,7.9,0.1769
13-03-2017 13:00,24.2,53,9.4,2.62,3.51,97,95,7,0.1975
13-03-2017 14:00,24.3,53,9.6,3.21,4.43,85,84,7.8,0.2181
13-03-2017 15:00,24.1,53,9.5,3.62,5.05,84,82,8.4,0.2387
13-03-2017 16:00,23.4,54,9.3,3.61,5.26,76,76,8.5,0.2594
13-03-2017 17:00,22.8,58,10.1,3.58,5.5,60,63,8.1,0.28
13-03-2017 18:00,20.8,66,11.2,2.86,5.28,54,61,7.3,0.3022
13-03-2017 19:00,20.8,64,10.5,3.25,5.69,45,56,6.1,0.326
13-03-2017 20:00,20.9,63,10.3,3.4,5.91,47,56,6.4,0.3498
13-03-2017 21:00,20.5,68,11.6,3.4,5.88,47,55,6.5,0.3735
13-03-2017 22:00,19.9,71,12.2,3.26,5.8,50,58,6.4,0.3973
13-03-2017 23:00,19.5,75,12.9,3.33,5.95,41,49,6.4,0.4211
14-03-2017 00:00,19,75,12.3,4.04,6.94,42,47,7.6,0.4449
14-03-2017 01:00,19.1,65,9.4,3.47,6.15,41,46,8,0.4687
14-03-2017 02:00,19.7,63,9.1,4.52,7.65,18,26,8.3,0.4924
14-03-2017 03:00,19.4,61,7.9,4.36,7.59,9,18,9.3,0.5162
14-03-2017 04:00,18.8,61,7.8,4.59,8.01,11,20,8.8,0.54
14-03-2017 05:00,17.4,68,8.7,4.62,8.17,18,22,9,0.5705
14-03-2017 06:00,15.6,58,3.5,4.92,8.85,5,10,8.9,0.6079
14-03-2017 07:00,17.7,48,1.3,5.61,8.97,3,7,10.4,0.6452
14-03-2017 08:00,18.5,44,-0.1,6.58,9.87,9,11,13.9,0.6825
14-03-2017 09:00,18.6,42,-0.6,6.76,10.03,8,9,14.1,0.7198
14-03-2017 10:00,18.8,41,-0.9,7.14,10.48,6,7,14.8,0.7571
14-03-2017 11:00,19.1,40,-1.3,7.42,10.94,4,5,15.6,0.7945
14-03-2017 12:00,18.3,40,-2.1,7.5,11.2,358,360,15.8,0.8184
14-03-2017 13:00,18.2,40,-2,7.44,11.05,354,355,15.9,0.8289
14-03-2017 14:00,18.5,39,-2.4,7.69,11.41,351,352,16.3,0.8394
14-03-2017 15:00,18.4,41,-1.4,7.76,11.67,353,354,16.9,0.8499
14-03-2017 16:00,17.6,47,0.6,7.57,11.57,352,354,16.3,0.8605
14-03-2017 17:00,17.3,49,1.5,7.14,11.26,349,350,15.4,0.871
14-03-2017 18:00,18.2,46,0.7,5.68,9.58,332,335,13.9,0.8761
14-03-2017 19:00,18.3,47,1.5,5.87,9.76,316,322,11.8,0.8759
14-03-2017 20:00,18.3,47,1.5,5.81,9.77,311,318,11.7,0.8756
14-03-2017 21:00,18.1,49,2.2,6.51,10.85,313,319,12.9,0.8754
14-03-2017 22:00,18.2,56,5.1,6.94,11.44,317,324,14.4,0.8751
14-03-2017 23:00,19,53,4.8,5.53,9.42,319,329,14.1,0.8748
15-03-2017 00:00,19.1,55,5.6,5.63,9.51,343,348,11.1,0.8746
15-03-2017 01:00,18.4,59,6.4,5.54,9.41,340,345,11.3,0.8743
15-03-2017 02:00,17.9,63,7.5,5.59,9.53,333,339,11,0.8741
15-03-2017 03:00,17.9,62,6.9,5.69,9.62,329,335,11.6,0.8738
15-03-2017 04:00,18.2,59,6.3,6.05,10.07,326,331,12.1,0.8736
15-03-2017 05:00,17.9,60,6.5,5.94,10.24,316,324,12.5,0.8693
15-03-2017 06:00,17.3,63,6.7,5.95,10.32,318,324,12.6,0.8609
15-03-2017 07:00,18.4,61,7.1,6.61,10.39,309,315,12.6,0.8526
15-03-2017 08:00,19.6,55,6,7.8,11.84,324,327,16.5,0.8442
15-03-2017 09:00,20.8,50,4.9,7.66,11.52,327,329,16.3,0.8359
15-03-2017 10:00,22.3,44,3.8,7.69,11.3,328,329,16.3,0.8275
15-03-2017 11:00,24.3,36,1.2,7.32,10.69,328,328,16.2,0.8192
15-03-2017 12:00,27.9,26,-2.7,8.03,11.58,329,329,17.2,0.8167
15-03-2017 13:00,29.4,24,-3,7.21,10.48,326,327,17.2,0.8202
15-03-2017 14:00,30.4,23,-3.2,7.02,10.18,327,327,16.2,0.8236
15-03-2017 15:00,31.2,22,-3.5,7.48,10.94,322,324,15.6,0.827
15-03-2017 16:00,30.6,23,-3.2,6.72,10.13,317,319,15.6,0.8305
15-03-2017 17:00,28.3,31,1.4,5.46,9.05,311,314,13.7,0.8339
15-03-2017 18:00,25.6,39,4,4.53,8.29,301,304,10.9,0.8314
15-03-2017 19:00,24.6,43,5.4,5.47,9.76,301,303,10.4,0.8228
15-03-2017 20:00,23.8,46,5.9,5.63,9.88,303,306,11.1,0.8143
15-03-2017 21:00,22.9,51,7.4,5.33,9.4,304,308,10.9,0.8058
15-03-2017 22:00,22.3,55,8.5,5.22,9.22,306,311,10.3,0.7973
15-03-2017 23:00,21.9,58,9.2,4.97,8.84,310,315,10.1,0.7888
16-03-2017 00:00,21.3,60,9.7,4.68,8.41,312,315,9.6,0.7802
16-03-2017 01:00,20.4,65,10.5,4.27,7.81,303,310,9,0.7717
16-03-2017 02:00,19.7,69,11.3,4.18,7.88,291,299,8,0.7632
16-03-2017 03:00,19.2,72,11.7,4.24,7.92,289,296,7.9,0.7547
16-03-2017 04:00,19,74,12,4.05,7.74,286,295,7.7,0.7461
16-03-2017 05:00,18.9,76,12.5,4.03,7.71,284,293,7.5,0.7209
16-03-2017 06:00,20.2,77,14.1,3.64,7.29,291,299,7.3,0.679
16-03-2017 07:00,24,65,14.1,4.03,6.71,293,298,7.9,0.6371
16-03-2017 08:00,27.7,54,13.1,5.13,7.55,303,305,10.8,0.5952
16-03-2017 09:00,30.5,41,9.6,5.81,8.35,311,312,12.6,0.5532
16-03-2017 10:00,33.1,34,7.9,5.59,7.85,317,317,13,0.5113
16-03-2017 11:00,34.9,34,9.2,4.95,6.79,315,315,12.5,0.4694
16-03-2017 12:00,36,38,12.7,4.75,6.55,300,301,11.4,0.4452
16-03-2017 13:00,36.5,36,12,4.53,6.18,292,293,11.3,0.4387
16-03-2017 14:00,37.7,31,9.5,5.06,7.02,288,290,11.1,0.4323
16-03-2017 15:00,38.4,28,8,5.36,7.6,284,286,11.8,0.4258
16-03-2017 16:00,38.4,27,6.9,4.95,7.33,278,281,11.6,0.4194
16-03-2017 17:00,35.8,31,8.1,2.7,5.8,270,271,10.3,0.4129
16-03-2017 18:00,30,43,10,3.36,6.94,247,255,5.3,0.3936
16-03-2017 19:00,29,45,10.2,3.86,8.14,239,245,6.9,0.3614
16-03-2017 20:00,28.1,47,10.3,3.49,7.53,243,253,7,0.3293
16-03-2017 21:00,27,49,10.4,3.01,6.72,255,266,6.3,0.2971
16-03-2017 22:00,26,51,10.4,2.79,6.2,255,270,5.3,0.265
16-03-2017 23:00,25.3,53,10.7,3.36,6.82,247,259,5.9,0.2328
17-03-2017 00:00,24.1,60,12.3,2.91,6.03,254,264,5.9,0.2007
17-03-2017 01:00,22.9,66,13.1,2.31,4.4,252,273,5,0.1685
17-03-2017 02:00,21.8,69,13.1,2.79,4.8,249,268,4.6,0.1363
17-03-2017 03:00,21.4,69,13,2.18,4.4,254,270,4.8,0.1042
17-03-2017 04:00,20.6,72,13,2.1,3,245,272,3.4,0.072
17-03-2017 05:00,20.1,74,13.1,1.56,1.2,225,265,3.1,0.0788
17-03-2017 06:00,21.5,66,12.1,0.57,1.34,135,63,3.1,0.1244
17-03-2017 07:00,27.3,49,10.6,1.12,2.01,190,153,3.1,0.1701
17-03-2017 08:00,34.2,31,6.5,1.4,2.33,176,170,3.9,0.2158
17-03-2017 09:00,37.4,25,4.7,3.08,4.2,167,168,7.3,0.2615
17-03-2017 10:00,39.6,29,10,3.69,5.12,167,168,8.9,0.3071
17-03-2017 11:00,42.2,27,10.7,3.9,5.4,180,178,9.4,0.3528
17-03-2017 12:00,44.1,23,9,4.37,6.07,191,189,10.2,0.369
17-03-2017 13:00,44.6,29,14.4,4.63,6.36,194,193,10.6,0.3559
17-03-2017 14:00,42.7,38,18.9,4.92,6.92,193,191,10.7,0.3427
17-03-2017 15:00,39,44,18.9,4.82,7.11,185,183,10.8,0.3295
17-03-2017 16:00,36.7,54,21.8,3.93,6.17,173,172,10,0.3163
17-03-2017 17:00,34.4,70,25.7,3.26,6.02,162,165,8.1,0.3032
17-03-2017 18:00,32.4,80,26.8,3.89,7.22,154,158,7.9,0.2895
17-03-2017 19:00,32.1,84,27.8,3.83,6.99,165,167,7.6,0.2754
17-03-2017 20:00,31.3,88,28.1,3.96,7.02,159,163,7.9,0.2612
17-03-2017 21:00,30.7,91,28.5,3.57,6.43,162,165,7.8,0.2471
17-03-2017 22:00,30.9,92,28.8,3.22,5.82,154,161,6.8,0.233
17-03-2017 23:00,31,93,29.1,3.18,5.74,152,157,6.3,0.2188
18-03-2017 00:00,31.2,94,29.5,2.97,5.64,147,155,6.1,0.2047
18-03-2017 01:00,31.1,95,29.7,2.78,5.32,142,152,5.7,0.1906
18-03-2017 02:00,31.2,95,29.9,2.64,5.06,143,150,5.4,0.1764
18-03-2017 03:00,31.1,96,30.1,2.15,4.27,152,159,5,0.1623
18-03-2017 04:00,31.2,96,30.2,1.5,3.26,143,162,3.9,0.1482
18-03-2017 05:00,31.2,96,30.3,1.22,2.75,145,161,2.7,0.134
18-03-2017 06:00,32,96,31.1,1.33,2.63,193,189,2.4,0.1199
18-03-2017 07:00,33.4,91,31.1,1.49,1.91,228,227,3.6,0.1058
18-03-2017 08:00,35.8,83,31.1,1.53,1.97,302,300,3.9,0.0916
18-03-2017 09:00,37.9,75,30.6,2.33,3.09,329,331,5.5,0.0775
18-03-2017 10:00,40.6,68,30.9,2.22,2.92,324,329,6,0.0634
18-03-2017 11:00,43,61,30.5,2.88,3.81,326,330,7,0.0493
18-03-2017 12:00,40.6,71,31.8,3.61,4.94,5,7,8,0.0487
18-03-2017 13:00,38.9,80,33.2,2.83,3.93,8,7,8.1,0.0618
18-03-2017 14:00,39.8,71,31.2,3.2,4.49,346,348,6.5,0.0749
18-03-2017 15:00,38.2,78,31.8,2.7,4.2,358,357,6.7,0.0879
18-03-2017 16:00,38.4,76,31.4,2.75,4.06,350,350,5.9,0.101
18-03-2017 17:00,36.6,81,31.3,2.81,4.71,4,4,5.7,0.1141
18-03-2017 18:00,33,86,29.4,2.69,4.9,338,343,5.5,0.1281
18-03-2017 19:00,31.5,92,29.4,2.91,5.13,333,339,5.6,0.1431
18-03-2017 20:00,31.1,91,28.8,3.16,5.48,342,345,6.1,0.1581
18-03-2017 21:00,30.3,92,28.3,3.14,5.92,351,355,6.1,0.1731
18-03-2017 22:00,30,90,27.4,2.83,5.71,352,357,5.9,0.1881
18-03-2017 23:00,29.9,89,26.9,2.77,5.6,334,344,5.1,0.2031
19-03-2017 00:00,29.4,90,26.8,2.87,5.95,331,340,5.2,0.2181
19-03-2017 01:00,29.4,92,27.4,2.66,5.57,340,351,5.3,0.2331
19-03-2017 02:00,28.7,95,27.5,2.3,5.24,2,24,4.7,0.2481
19-03-2017 03:00,28,95,26.8,2.56,5.71,21,33,4.2,0.2631
19-03-2017 04:00,27.9,95,26.7,2.82,6.3,27,33,4.9,0.2781
19-03-2017 05:00,27.6,94,26.2,2.58,5.97,36,40,4.9,0.2656
19-03-2017 06:00,27.6,95,26.3,1.5,3.67,360,29,4.3,0.2255
19-03-2017 07:00,32.9,85,29,1.22,2.82,351,6,3.6,0.1854
19-03-2017 08:00,37.5,68,27.8,1.43,1.94,348,348,4.3,0.1453
19-03-2017 09:00,40.7,57,26.8,1.82,2.52,351,353,5.5,0.1052
19-03-2017 10:00,43.7,51,26.6,1.8,2.41,3,5,5.8,0.0651
19-03-2017 11:00,46.6,41,24.3,1.55,1.99,15,18,5.8,0.025
19-03-2017 12:00,47.5,40,24.2,1.42,1.91,39,43,5.4,0.0088
19-03-2017 13:00,47.7,43,26.4,1.51,2.01,82,84,5.4,0.0165
19-03-2017 14:00,46.9,48,28.4,2.12,2.72,109,107,6,0.0241
19-03-2017 15:00,43.6,59,30.3,3.29,4.4,110,111,8,0.0318
19-03-2017 16:00,39.9,64,28.5,3.37,4.81,102,102,8,0.0395
19-03-2017 17:00,36.1,70,27.3,2.43,4.24,99,105,7.6,0.0471
19-03-2017 18:00,31.5,86,27.7,2.66,5.66,124,134,4.8,0.0701
19-03-2017 19:00,31.5,83,26.9,2.92,6.62,149,155,5,0.1083
19-03-2017 20:00,32.1,77,25.6,3.65,8.01,171,178,6.5,0.1466
19-03-2017 21:00,33.6,81,28.5,3.96,8.25,201,203,7.6,0.1849
19-03-2017 22:00,32.7,85,28.5,3.7,7.88,199,204,7.3,0.2231
19-03-2017 23:00,31.7,88,28.5,3.36,7.48,217,218,6.9,0.2614
20-03-2017 00:00,31.7,88,28.5,3.07,6.59,199,210,6.1,0.2997
20-03-2017 01:00,31.9,89,28.9,3.31,6.93,209,213,6.2,0.3379
20-03-2017 02:00,31.4,90,28.8,3.05,6.63,212,214,6.3,0.3762
20-03-2017 03:00,31.9,90,29.4,3.52,6.93,187,198,6.4,0.4145
20-03-2017 04:00,32.7,89,29.9,3.28,6.42,192,198,6.6,0.4527
20-03-2017 05:00,33.2,89,30.3,3.59,7.05,193,198,6.7,0.4474
20-03-2017 06:00,34.1,89,31.3,3.67,7.13,191,195,6.8,0.3985
20-03-2017 07:00,35,88,31.9,3.67,7.02,191,197,7,0.3497
20-03-2017 08:00,38.2,82,33,3.69,5.99,193,195,7.5,0.3008
20-03-2017 09:00,41.1,75,33.8,3.72,5.59,204,204,8.7,0.2519
20-03-2017 10:00,45.2,67,34.8,2.94,4.1,215,214,8.2,0.203
20-03-2017 11:00,48.3,61,35.3,2.78,3.75,232,228,7.2,0.1541
20-03-2017 12:00,51.1,56,36,1.97,2.55,246,244,7,0.1243
20-03-2017 13:00,53.2,53,36.6,1.43,1.77,258,254,5.5,0.1134
20-03-2017 14:00,54,52,36.6,1,1.2,276,275,4.6,0.1026
20-03-2017 15:00,53.7,53,37,0.81,0.98,300,294,3.6,0.0918
20-03-2017 16:00,51.9,59,38,2.1,3.1,357,2,4.7,0.0809
20-03-2017 17:00,47.7,72,39,2,3.62,53,66,4.9,0.0701
20-03-2017 18:00,40.6,92,38.5,2.56,5.92,129,143,4,0.0683
20-03-2017 19:00,40.2,91,37.8,2.02,4.77,160,170,4.2,0.0754
20-03-2017 20:00,36.4,96,35.3,2.28,3.8,203,207,3,0.0825
20-03-2017 21:00,36,96,35.1,2.14,3.19,233,238,2.7,0.0896
20-03-2017 22:00,38.9,92,36.7,1.32,1.97,261,294,2.5,0.0968
20-03-2017 23:00,37.3,95,36,1.92,2.67,298,347,2,0.1039
21-03-2017 00:00,36.6,95,35.4,2.56,3.91,329,357,2.8,0.111
21-03-2017 01:00,37.2,93,35.5,2.45,4,348,1,2.9,0.1182
21-03-2017 02:00,39.4,87,35.8,2.5,5.5,358,359,3.7,0.1253
21-03-2017 03:00,37.8,88,34.5,2.16,4.98,347,350,4.3,0.1324
21-03-2017 04:00,36.2,84,31.7,1.7,4.12,315,331,3.8,0.1396
21-03-2017 05:00,34.1,87,30.7,1.7,3.67,267,296,2.7,0.1843
21-03-2017 06:00,31.9,90,29.3,2.79,5.81,255,273,5,0.2667
21-03-2017 07:00,36.5,84,32.1,3.37,6.42,258,266,5.9,0.3492
21-03-2017 08:00,41.6,72,33.2,3.08,5.16,257,261,6.7,0.4316
21-03-2017 09:00,46.1,49,28,4.64,6.84,263,264,9.8,0.514
21-03-2017 10:00,46.4,42,24.7,5.54,8.07,287,287,12.5,0.5964
21-03-2017 11:00,48.3,38,23.6,5.86,8.41,295,295,12.7,0.6788
21-03-2017 12:00,47.1,38,23,6.8,9.85,298,299,14.9,0.7283
21-03-2017 13:00,46.3,35,19.8,6.94,9.98,298,299,14.9,0.7448
21-03-2017 14:00,45.3,34,18.7,6.6,9.72,305,307,15,0.7614
21-03-2017 15:00,43.7,39,20.4,7.44,11.09,319,321,16.2,0.778
21-03-2017 16:00,41.6,39,18.2,6.52,9.86,319,320,15.5,0.7945
21-03-2017 17:00,37.2,51,20.5,5.06,8.18,335,333,13.4,0.8111
21-03-2017 18:00,30.5,50,14.2,6.94,11.46,313,314,10.3,0.8184
21-03-2017 19:00,28.1,51,12.1,6.29,10.75,314,316,13.8,0.8163
21-03-2017 20:00,26.5,50,10.5,5.8,10.07,315,319,12.5,0.8143
21-03-2017 21:00,24.1,51,8.5,6.54,11.14,331,333,13.2,0.8123
21-03-2017 22:00,21.7,52,6.9,6.14,10.55,330,333,13.3,0.8103
21-03-2017 23:00,20.9,58,8.4,6.36,10.73,330,333,12.8,0.8083
22-03-2017 00:00,21.4,59,9.3,5.46,10.46,319,328,12.8,0.8063
22-03-2017 01:00,22,54,8,5.46,9.44,325,333,12.2,0.8042
22-03-2017 02:00,23,52,7.8,5.11,8.57,337,343,11,0.8022
22-03-2017 03:00,22.7,55,8.8,4.72,7.81,355,357,10.3,0.8002
22-03-2017 04:00,21.6,53,6.9,4.9,8.1,2,1,9.7,0.7982
22-03-2017 05:00,21.1,50,5.5,5.11,8.21,357,357,10.1,0.7571
22-03-2017 06:00,20.7,48,4.1,5.43,8.45,354,354,11.1,0.6769
22-03-2017 07:00,20.8,49,4.8,5.41,8.22,356,357,11.7,0.5967
22-03-2017 08:00,21.6,47,4.6,5.12,7.42,356,356,11.4,0.5166
22-03-2017 09:00,23.1,45,4.8,4.81,6.91,356,357,11.1,0.4364
22-03-2017 10:00,24.6,42,4.8,4.5,6.3,360,360,11.1,0.3562
22-03-2017 11:00,26.7,38,4.3,4.12,5.71,6,4,10.6,0.276
22-03-2017 12:00,28.1,38,6,3.72,5.02,6,6,10.3,0.2313
22-03-2017 13:00,28.6,40,7.2,3.03,3.95,8,9,9.6,0.222
22-03-2017 14:00,29,40,7.8,2.5,3.3,2,2,8.2,0.2128
22-03-2017 15:00,28.8,40,7.3,2.1,2.71,357,356,7.2,0.2035
22-03-2017 16:00,28.5,39,6.9,1.55,2.02,345,340,6,0.1942
22-03-2017 17:00,27.4,43,7.8,1.08,1.39,34,30,4.6,0.185
22-03-2017 18:00,22.3,58,9.9,2.15,3.36,112,120,4.6,0.1757
22-03-2017 19:00,20.1,70,11.9,2.47,3.33,122,139,4.3,0.1665
22-03-2017 20:00,18.9,75,12.3,2.46,3.81,153,166,4.3,0.1572
22-03-2017 21:00,18.6,75,12,2.2,4.11,177,184,4.1,0.1479
22-03-2017 22:00,18.2,77,12.2,2.21,4.11,185,198,3.7,0.1387
22-03-2017 23:00,18.1,77,12.3,2.51,4.74,185,198,4.2,0.1294
23-03-2017 00:00,18.1,78,12.3,2.35,4.66,192,203,4.3,0.1201
23-03-2017 01:00,18.1,77,12.3,2.51,4.97,203,210,4.2,0.1109
23-03-2017 02:00,18.3,76,12,2.28,4.57,195,209,4.2,0.1016
23-03-2017 03:00,18.8,74,12,2.02,4.11,189,206,4,0.0923
23-03-2017 04:00,18.8,75,12.1,2.2,4.34,177,195,3.8,0.0831
23-03-2017 05:00,19,74,12.2,2.12,4.26,172,189,3.9,0.1067
23-03-2017 06:00,20.5,73,13.2,2.22,4.53,188,202,4.2,0.1632
23-03-2017 07:00,24.9,61,13.4,2,3.34,183,189,5,0.2197
23-03-2017 08:00,30.3,46,12.3,2.61,3.72,184,186,6.5,0.2762
23-03-2017 09:00,34.1,31,6.8,3.62,4.94,174,173,8.7,0.3328
23-03-2017 10:00,36.4,25,4.1,3.96,5.39,164,165,9.6,0.3893
23-03-2017 11:00,38.7,19,0.5,4.05,5.57,160,162,9.8,0.4458
23-03-2017 12:00,40.6,18,0.1,4.46,6.28,164,166,10.6,0.4708
23-03-2017 13:00,41.2,19,1.7,4.73,6.73,167,169,10.7,0.4641
23-03-2017 14:00,41.9,21,4.2,5,7.33,168,169,10.9,0.4575
23-03-2017 15:00,43.2,19,3.7,5.12,7.53,174,175,11.6,0.4509
23-03-2017 16:00,41.6,20,3.7,4.41,7.03,176,175,11.1,0.4443
23-03-2017 17:00,38.6,24,4.5,3.2,6.61,182,183,9.2,0.4377
23-03-2017 18:00,36.5,26,4.9,3.83,7.25,160,165,6.4,0.4306
23-03-2017 19:00,35.2,33,8.7,3.91,7.96,148,155,7.6,0.4229
23-03-2017 20:00,34.4,39,12,3.94,8.25,153,157,8,0.4153
23-03-2017 21:00,34.9,37,11.1,5,9.46,160,164,9.7,0.4076
23-03-2017 22:00,34.8,39,12.3,3.8,7.8,178,179,10.2,0.4
23-03-2017 23:00,35,45,15.9,3.83,7.91,165,171,7.7,0.3923
24-03-2017 00:00,35.2,54,20.2,4.32,8.6,175,179,9.5,0.3847
24-03-2017 01:00,36.6,64,25.5,4.42,8.7,185,189,9.6,0.3771
24-03-2017 02:00,36.9,75,29.6,3.86,7.65,201,206,14.1,0.3694
24-03-2017 03:00,36.5,89,33.4,2.79,6.45,201,210,13.9,0.3618
24-03-2017 04:00,37.9,90,35.2,3.26,7.11,198,208,12.7,0.3541
24-03-2017 05:00,37.9,93,36.1,2.33,6.46,205,215,5.9,0.3758
24-03-2017 06:00,39.4,91,36.9,3.08,6.8,234,244,5.7,0.4268
24-03-2017 07:00,43.5,88,40.2,3.11,6.05,228,239,5.4,0.4778
24-03-2017 08:00,46.8,86,42.9,3.18,6.4,226,231,5.8,0.5288
24-03-2017 09:00,51.6,80,45.5,3.61,5.76,228,231,7.3,0.5797
24-03-2017 10:00,57.9,68,47.3,5.19,7.51,242,243,10.9,0.6307
24-03-2017 11:00,61,62,47.7,6.54,9.42,247,248,12.8,0.6817
24-03-2017 12:00,63.6,58,48.4,7.59,11.07,252,253,15.7,0.6766
24-03-2017 13:00,64.8,58,49.5,7.69,11.2,257,259,15.5,0.6154
24-03-2017 14:00,64.4,61,50.5,5.3,8.4,269,271,15.6,0.5542
24-03-2017 15:00,61.2,70,51.3,2.12,4.22,289,292,11,0.493
24-03-2017 16:00,48.4,81,42.9,4.83,8.32,34,29,9.3,0.4318
24-03-2017 17:00,42,81,36.5,3.97,6.9,34,30,10.3,0.3706
24-03-2017 18:00,38.4,88,35.1,4.57,8.43,23,22,8.1,0.3503
24-03-2017 19:00,37.2,91,34.8,4.78,8.42,20,20,13.5,0.371
24-03-2017 20:00,35.2,95,33.9,4.3,8.07,36,34,10.8,0.3917
24-03-2017 21:00,35.5,94,34,3.91,7.38,50,49,9.6,0.4124
24-03-2017 22:00,34.6,98,33.9,3.5,6.58,37,43,9.7,0.4331
24-03-2017 23:00,34.8,97,34,3.3,6.44,35,36,7.1,0.4538
25-03-2017 00:00,34.6,97,33.9,3.77,7.22,32,37,6.9,0.4744
25-03-2017 01:00,34.1,96,33.2,3.98,7.08,39,42,7.6,0.4951
25-03-2017 02:00,33.9,95,32.8,4.12,7.79,39,42,8.3,0.5158
25-03-2017 03:00,33.7,96,32.7,4.19,7.65,40,42,8.1,0.5365
25-03-2017 04:00,33.5,96,32.6,3.82,6.87,45,48,8.1,0.5572
25-03-2017 05:00,33.4,96,32.4,4.39,7.71,43,44,8.3,0.5809
25-03-2017 06:00,33.9,95,32.8,3.72,6.74,36,41,8.6,0.6078
25-03-2017 07:00,34.2,96,33.3,4.41,8.58,33,36,8,0.6347
25-03-2017 08:00,34.4,96,33.5,4.75,8.35,41,42,9.5,0.6616
25-03-2017 09:00,35,95,33.8,4.6,7.57,46,48,9.5,0.6884
25-03-2017 10:00,34.6,96,33.5,4.36,7.14,53,53,9.3,0.7153
25-03-2017 11:00,37.3,90,34.6,4.61,6.89,63,62,9.8,0.7422
25-03-2017 12:00,38.4,87,34.8,4.74,7,62,59,10.7,0.7297
25-03-2017 13:00,38.9,89,35.8,4.2,6.17,65,63,9.9,0.678
25-03-2017 14:00,38.4,89,35.5,4.03,6.18,67,67,9.1,0.6262
25-03-2017 15:00,39.1,86,35.4,3.57,5.44,72,73,8.9,0.5744
25-03-2017 16:00,39,87,35.5,3.62,5.92,84,85,7.7,0.5227
25-03-2017 17:00,38.7,88,35.6,3.7,6.93,92,95,7.5,0.4709
25-03-2017 18:00,35.9,94,34.5,4.34,7.83,98,100,7.8,0.4602
25-03-2017 19:00,35.7,94,34,4.84,8.81,97,99,9.4,0.4905
25-03-2017 20:00,35.7,93,33.8,4.83,8.87,96,97,9.6,0.5209
25-03-2017 21:00,35.4,92,33.2,4.8,8.81,89,93,9.4,0.5512
25-03-2017 22:00,35.2,91,32.8,4.9,8.93,92,94,9.6,0.5815
25-03-2017 23:00,34.8,91,32.4,4.83,8.83,96,100,9.5,0.6119
26-03-2017 00:00,34.7,90,32.1,4.79,8.9,101,105,9.3,0.6422
26-03-2017 01:00,34.8,88,31.7,4.88,9.02,101,105,9.4,0.6726
26-03-2017 02:00,34.7,88,31.4,4.95,9.17,104,108,9.5,0.7029
26-03-2017 03:00,34.8,88,31.6,4.84,9.14,108,113,9.4,0.7332
26-03-2017 04:00,35.3,90,32.6,4.81,9.21,111,117,9.2,0.7636
26-03-2017 05:00,35.7,92,33.7,4.7,9,114,120,9.2,0.7319
26-03-2017 06:00,35.7,92,33.8,2.62,5.33,108,120,8.9,0.6383
26-03-2017 07:00,38,90,35.4,3.57,6.83,108,122,6.2,0.5446
26-03-2017 08:00,41.3,86,37.5,3.24,5.84,124,128,6.9,0.4509
26-03-2017 09:00,45.3,82,40.2,3.47,5.3,131,134,7.6,0.3573
26-03-2017 10:00,47.6,81,42,3.75,5.66,136,138,8.2,0.2636
26-03-2017 11:00,51,81,45.3,3.56,5.06,142,142,8.6,0.17
26-03-2017 12:00,50.6,87,46.8,2.55,3.89,132,136,7.9,0.1569
26-03-2017 13:00,51.4,91,48.8,2.56,4.05,129,130,5.9,0.2244
26-03-2017 14:00,50.6,94,48.9,2.8,5.77,145,152,5.5,0.2919
26-03-2017 15:00,50.9,95,49.5,2.6,6.07,157,163,5.1,0.3594
26-03-2017 16:00,52.1,95,50.8,2.15,5.39,158,165,5,0.4269
26-03-2017 17:00,52.1,95,50.7,2.25,5.68,159,166,4,0.4944
26-03-2017 18:00,49.3,98,48.9,2.59,5.89,152,159,3.9,0.5136
26-03-2017 19:00,48.8,99,48.4,2.3,5.7,182,182,4.6,0.4844
26-03-2017 20:00,48.3,99,48.2,2.75,5.88,199,198,5,0.4553
26-03-2017 21:00,47.1,100,47.1,2.6,5.6,196,199,5.1,0.4262
26-03-2017 22:00,46.4,100,46.4,2.72,5.89,197,201,4.8,0.3971
26-03-2017 23:00,46.9,99,46.6,3.14,6.55,211,211,5.7,0.368
27-03-2017 00:00,46.5,98,46.1,2.91,6.37,221,222,5.8,0.3388
27-03-2017 01:00,45,99,44.7,2.91,6.64,229,233,5.3,0.3097
27-03-2017 02:00,44.7,99,44.5,2.84,6.52,231,238,5.3,0.2806
27-03-2017 03:00,45.3,99,45.1,2.83,6.6,228,238,5.4,0.2515
27-03-2017 04:00,46.3,99,45.9,2.52,5.86,236,243,5.4,0.2224
27-03-2017 05:00,47.1,98,46.6,2.64,5.51,233,241,4.8,0.2325
27-03-2017 06:00,47.7,99,47.4,2.79,6.02,249,255,5.9,0.282
27-03-2017 07:00,49.2,99,48.8,4.05,6.65,250,258,6.8,0.3315
27-03-2017 08:00,49.9,98,49.2,4.81,7.33,253,259,8.3,0.3809
